Category,Blog Rank,Blog Name,Blog Link,Common Hashtags,Username,Top User Tag,User Page Link,Display Name,Status,Date of Birth,Gender,Blood Type,Originally From,Current Location,Occupation
parenting elementary+,23,はなまる勉強日記,https://ameblo.jp/ugp56616/,"['知的障害', '自閉症スペクトラム', '発達障害', '特別支援学校', '反抗期', 'PR', '', '', '', '']",ugp56616,FALSE,https://www.ameba.jp/profile/general/ugp56616/,ごはんおおもり,,,,,,,会社員ヘッポコブロガー
parenting elementary+,24,モラハラ夫とASD +ADHDまるちゃん日記,https://ameblo.jp/kumi9393733/,"['アラフォー主婦', '小学生', '女の子ママ', '小学5年生', '小学2年生', '', '', '', '', '']",kumi9393733,FALSE,https://www.ameba.jp/profile/general/kumi9393733/,まるちゃん母さん,,,女性,,,,
parenting elementary+,25,100均de 海外風インテリア&パーティ&DIY【国際離婚シングルマザー】,https://ameblo.jp/rie-ting/,"['主夫', '起業', 'イクメン', '留学', '在宅ワーク', '社長', '経営者', '', '', '']",rie-ting,TRUE,https://www.ameba.jp/profile/ameba/rie-ting/,パーティ(partyidea),,,女性,,,,
parenting elementary+,26,【我が子は二人共､自閉症スペクトラム】,https://ameblo.jp/igawa12/,"['ワーママ', '女の子ママ', '男の子ママ', '今月のお気に入り', 'アラフォー主婦', '', '', '', '', '']",igawa12,FALSE,https://www.ameba.jp/profile/general/igawa12/,みれ,,,女性,,,,
parenting elementary+,27,息子の行動にツッコミを入れさせて頂きます,https://ameblo.jp/gintokoguma/,"['犬のいる生活', '4コマ漫画', 'ラブラドールレトリバー', '小学6年生', '', '', '', '', '', '']",gintokoguma,TRUE,https://www.ameba.jp/profile/ameba/gintokoguma/,ぎん,,,女性,,,,
parenting elementary+,28,東京ワーママdiary★小6抄録。母は中年の危機。,https://ameblo.jp/hoikuenji-and-me/,"['不登校', 'MIU404', 'Amebaブログ20周年', 'アンナチュラル', '', '', '', '', '', '']",hoikuenji-and-me,FALSE,https://www.ameba.jp/profile/general/hoikuenji-and-me/,みお,,,,,,,
parenting elementary+,29,母、修行中。,https://ameblo.jp/pmsnamama/,"['小学2年生', 'アラフォー主婦', '小学生', '女の子ママ', 'ADHD', '', '', '', '', '']",pmsnamama,FALSE,https://www.ameba.jp/profile/general/pmsnamama/,PMSママ,,,女性,,,,
parenting elementary+,30,吉田いらこ_おでこ姉妹_コミックエッセイ,https://ameblo.jp/irakoir/,"['副作用', '子供服', 'PR', '喘息', '喘息発作', 'ダイエット', '逃げるが勝ち', '', '', '']",irakoir,TRUE,https://www.ameba.jp/profile/ameba/irakoir/,吉田いらこ(漫画家/イラストレーター),,,女性,,,,
parenting elementary+,31,ある日突然、不登校になって,https://ameblo.jp/ktomo25/,"['ステップファミリー', '年下夫', '義実家', '専業主婦', '経営者', '6人兄弟姉妹', '義父', '']",ktomo25,FALSE,https://www.ameba.jp/profile/general/ktomo25/,TOMO,,,,,,,
parenting elementary+,32,指定難病を持って生まれてきた娘,https://ameblo.jp/nikochan0205/,"['イラスト', '発達障害', '2歳', '体操教室', '小学3年生', '創作', '', '', '', '']",nikochan0205,FALSE,https://www.ameba.jp/profile/general/nikochan0205/,♡SMILE♡,,,女性,,,,
parenting elementary+,33,ふたりは自閉症スペクトラム,https://ameblo.jp/0901watta/,"['ステップファミリー', 'アラフォー主婦', '小学生', 'イラスト', '女の子ママ', '', '', '', '', '']",0901watta,FALSE,https://www.ameba.jp/profile/general/0901watta/,parakeet,既婚,,女性,O,北海道,岡山県,主婦／主夫
parenting elementary+,34,兄弟揃って自閉症,https://ameblo.jp/pretty-brothers/,"['ADHD', '自閉症スペクトラム', '特別支援学校', '知的障害', '発達障害', '', '', '', '', '']",pretty-brothers,FALSE,https://www.ameba.jp/profile/general/pretty-brothers/,我が家の2人の自閉症児たち,,,女性,,,,
parenting elementary+,35,腐女医が行く!!　〜外科医でママで、こっそりオタク〜,https://ameblo.jp/surgery/,"['発達障害', '自閉症スペクトラム', 'キャンプ', '記事デザイン', '中度知的障害', '', '', '', '', '']",surgery,TRUE,https://www.ameba.jp/profile/ameba/surgery/,さーたり,,,,,,,
parenting elementary+,36,みむめも φ(.. ) 10さい7さいこそだて♡,https://ameblo.jp/mm20100707/,"['子猫', '白猫', '夏休み', '三姉妹', '特訓', '気持ち悪い', 'PR', '主婦', '三女', '']",mm20100707,FALSE,https://www.ameba.jp/profile/general/mm20100707/,mimu,,,,,,,
parenting elementary+,37,お母ちゃんが好きすぎる息子　☆不登校な日々☆,https://ameblo.jp/hamu-sak/,"['小学生', '女の子ママ', '小学4年生', '夏休み', 'アラフィフ女子', '', '', '', '', '']",hamu-sak,FALSE,https://www.ameba.jp/profile/general/hamu-sak/,hamu-sak,,,女性,,,,
parenting elementary+,38,HAPPY☆フルタイムワーママ（しかもシングル）と2026中学受験,https://ameblo.jp/miyawoman/,"['思春期', '高校生', '子連れ婚', 'ステップファミリー', '反抗期', '', '', '', '', '']",miyawoman,FALSE,https://www.ameba.jp/profile/general/miyawoman/,miyako,,,女性,,,東京都,会社員
parenting elementary+,39,☆☆☆ゆきちにっき☆☆☆,https://ameblo.jp/yukikiki7909/,"['お受験', 'ワーママ', '小学校受験', '沖縄旅行', '記事デザイン', '6歳', '私立小学校', '娘', '', '']",yukikiki7909,TRUE,https://www.ameba.jp/profile/ameba/yukikiki7909/,諭吉,既婚,,女性,A,京都府,大阪府,主婦／主夫
parenting elementary+,40,男の子ママの日常と物欲と美容〜❤︎,https://ameblo.jp/mo20070826/,"['長女', '長男', '仕事', '鬱', '病院', '出勤', '情緒不安定', '親のエゴ', '子供', '履歴書']",mo20070826,TRUE,https://www.ameba.jp/profile/ameba/mo20070826/,りー♡,,,,,,,
parenting elementary+,41,kei's blog～今日も明日も元気いっぱい～,https://ameblo.jp/keikichi611/,"['思春期', 'コソダテフル', 'オギャ子さん', 'ウィキッド', 'クラムチャウダー', 'お刺身', '', '', '', '']",keikichi611,FALSE,https://www.ameba.jp/profile/general/keikichi611/,kei,,,女性,,,,
parenting elementary+,42,kohakuの自転車操業子育て日記,https://ameblo.jp/ameamekohaku/,"['マレーシア', '子連れ海外旅行', 'マレーシア航空', '米騒動', 'ディレイ', '米不足', '遅延', '', '', '']",ameamekohaku,FALSE,https://www.ameba.jp/profile/general/ameamekohaku/,kohaku,,,女性,,,,
parenting elementary+,43,1女のあとに6男続いたせっかち母の徒然日記（8人目女の子誕生！）,https://ameblo.jp/aiueokada0619/,"['知的障害', '自閉症スペクトラム', '発達障害', '特別支援学校', '反抗期', 'PR', '', '', '', '']",aiueokada0619,FALSE,https://www.ameba.jp/profile/general/aiueokada0619/,どせっかちな8児のママ、ママクサ,,,女性,,,,
parenting elementary+,44,人間万事塞翁が馬～なんくるないさ～,https://ameblo.jp/tukiyonoohanashi/,"['アラフォー主婦', '小学生', '女の子ママ', '小学5年生', '小学2年生', '', '', '', '', '']",tukiyonoohanashi,FALSE,https://www.ameba.jp/profile/general/tukiyonoohanashi/,サクラ,既婚,,女性,,,,主婦／主夫
parenting elementary+,45,毎日笑顔になれますように…,https://ameblo.jp/ah08170106/,"['主夫', '起業', 'イクメン', '留学', '在宅ワーク', '社長', '経営者', '', '', '']",ah08170106,FALSE,https://www.ameba.jp/profile/general/ah08170106/,毎日笑顔になれますように,,,,,,,
parenting elementary+,46,日々のあれこれ,https://ameblo.jp/kayo12112185/,"['ワーママ', '女の子ママ', '男の子ママ', '今月のお気に入り', 'アラフォー主婦', '', '', '', '', '']",kayo12112185,FALSE,https://www.ameba.jp/profile/general/kayo12112185/,太めなくせにボーダ好き,,,女性,,,,
parenting elementary+,47,うみのなか。自閉症育児ときょうだい児との日々。共働き辞めた主婦のブログ,https://ameblo.jp/risa-risa-r/,"['犬のいる生活', '4コマ漫画', 'ラブラドールレトリバー', '小学6年生', '', '', '', '', '', '']",risa-risa-r,FALSE,https://www.ameba.jp/profile/general/risa-risa-r/,リサ,,,女性,,,,主婦／主夫
parenting elementary+,48,アラフィフワーママajicoの、ゆるやかしなやか、それなりな日常,https://ameblo.jp/ajico-lifeandwork/,"['不登校', 'MIU404', 'Amebaブログ20周年', 'アンナチュラル', '', '', '', '', '', '']",ajico-lifeandwork,FALSE,https://www.ameba.jp/profile/general/ajico-lifeandwork/,ajico-lifeandwork,,,,,,,
parenting elementary+,49,ちゃんよつ日記 〜2025年中学受験女子＆小1男子の母　旅行・中受・資産運用などの記録〜,https://ameblo.jp/saaaaya43/,"['小学2年生', 'アラフォー主婦', '小学生', '女の子ママ', 'ADHD', '', '', '', '', '']",saaaaya43,FALSE,https://www.ameba.jp/profile/general/saaaaya43/,ちゃんよつ,,,,,,,
parenting elementary+,50,＊4人ごはん&中学受験2025+2028＊,https://ameblo.jp/choco110/,"['副作用', '子供服', 'PR', '喘息', '喘息発作', 'ダイエット', '逃げるが勝ち', '', '', '']",choco110,FALSE,https://www.ameba.jp/profile/general/choco110/,ちょこ,既婚,,女性,A,東京都,東京都,
parenting elementary+,51,娘に大金を持ち逃げされて音信不通にされた母,https://ameblo.jp/ginkon19970308/,"['ステップファミリー', '年下夫', '義実家', '専業主婦', '経営者', '6人兄弟姉妹', '義父', '']",ginkon19970308,FALSE,https://www.ameba.jp/profile/general/ginkon19970308/,へなちょこ,,,女性,,,,
parenting elementary+,52,境界知能（IQ78）の高２息子と食いしん坊な私,https://ameblo.jp/m-yosinasi/,"['イラスト', '発達障害', '2歳', '体操教室', '小学3年生', '創作', '', '', '', '']",m-yosinasi,FALSE,https://www.ameba.jp/profile/general/m-yosinasi/,こしあん,既婚,,女性,,,,
parenting elementary+,53,happy go lucky★,https://ameblo.jp/9536851/,"['ステップファミリー', 'アラフォー主婦', '小学生', 'イラスト', '女の子ママ', '', '', '', '', '']",9536851,FALSE,https://www.ameba.jp/profile/general/9536851/,みちひな,,,女性,,,,
parenting elementary+,54,家事ときどき介護～介護は一息、今度は育児！？～,https://ameblo.jp/kt-kaigo/,"['ADHD', '自閉症スペクトラム', '特別支援学校', '知的障害', '発達障害', '', '', '', '', '']",kt-kaigo,TRUE,https://www.ameba.jp/profile/ameba/kt-kaigo/,pinky,既婚,,女性,,,,
parenting elementary+,55,サイコパス姉妹かもしれないブログ,https://ameblo.jp/pichachu0307/,"['発達障害', '自閉症スペクトラム', 'キャンプ', '記事デザイン', '中度知的障害', '', '', '', '', '']",pichachu0307,FALSE,https://www.ameba.jp/profile/general/pichachu0307/,サイ子,,,女性,,,,
parenting elementary+,56,主婦みう！塾なし中学受験小6息子＆ASD小3娘を子育て中 -今年の目標 インカムゲイン100万円/年！-,https://ameblo.jp/fromthirtyeight/,"['子猫', '白猫', '夏休み', '三姉妹', '特訓', '気持ち悪い', 'PR', '主婦', '三女', '']",fromthirtyeight,FALSE,https://www.ameba.jp/profile/general/fromthirtyeight/,みう,,,女性,,,,
parenting elementary+,57,磯部家の日々,https://ameblo.jp/isobesachiko77/,"['小学生', '女の子ママ', '小学4年生', '夏休み', 'アラフィフ女子', '', '', '', '', '']",isobesachiko77,FALSE,https://www.ameba.jp/profile/general/isobesachiko77/,イソベ,,,女性,,,,
parenting elementary+,58,長男(発達障害)と長女(知的障害)と次女(定型発達)とのドタバタな日々,https://ameblo.jp/hikarinoko19/,"['思春期', '高校生', '子連れ婚', 'ステップファミリー', '反抗期', '', '', '', '', '']",hikarinoko19,FALSE,https://www.ameba.jp/profile/general/hikarinoko19/,めがね,,,,,,京都府,
parenting elementary+,59,お腹の中でしか生きられない赤ちゃん,https://ameblo.jp/mikan-bako-kagura/,"['お受験', 'ワーママ', '小学校受験', '沖縄旅行', '記事デザイン', '6歳', '私立小学校', '娘', '', '']",mikan-bako-kagura,FALSE,https://www.ameba.jp/profile/general/mikan-bako-kagura/,K486y2562,,,,,,,
parenting elementary+,60,自閉症スペクトラム&難治性てんかんの子育て日記,https://ameblo.jp/tenkankiroku/,"['長女', '長男', '仕事', '鬱', '病院', '出勤', '情緒不安定', '親のエゴ', '子供', '履歴書']",tenkankiroku,FALSE,https://www.ameba.jp/profile/general/tenkankiroku/,幸せな未来がありますように。,,,女性,,,,
parenting elementary+,61,専業主婦えみりの子育て日記,https://ameblo.jp/myaeri/,"['思春期', 'コソダテフル', 'オギャ子さん', 'ウィキッド', 'クラムチャウダー', 'お刺身', '', '', '', '']",myaeri,FALSE,https://www.ameba.jp/profile/general/myaeri/,えみり,,,,,,,
parenting elementary+,62,あぁちゃんのママ日記,https://ameblo.jp/aaa-chan0120552/,"['マレーシア', '子連れ海外旅行', 'マレーシア航空', '米騒動', 'ディレイ', '米不足', '遅延', '', '', '']",aaa-chan0120552,FALSE,https://www.ameba.jp/profile/general/aaa-chan0120552/,あぁちゃん,既婚,,女性,,,愛知県,
parenting elementary+,63,手のかかる娘ともっと手のかかる孫君との日々,https://ameblo.jp/fufu115115/,"['知的障害', '自閉症スペクトラム', '発達障害', '特別支援学校', '反抗期', 'PR', '', '', '', '']",fufu115115,FALSE,https://www.ameba.jp/profile/general/fufu115115/,ちぎ,,,,,,,
parenting elementary+,64,二次障害に負けるな！発達障害の息子との日常,https://ameblo.jp/beacon19/,"['アラフォー主婦', '小学生', '女の子ママ', '小学5年生', '小学2年生', '', '', '', '', '']",beacon19,FALSE,https://www.ameba.jp/profile/general/beacon19/,beacon,,,女性,,,,主婦／主夫
parenting elementary+,65,自閉症息子との困難な日々。,https://ameblo.jp/chi0414chi/,"['主夫', '起業', 'イクメン', '留学', '在宅ワーク', '社長', '経営者', '', '', '']",chi0414chi,FALSE,https://www.ameba.jp/profile/general/chi0414chi/,千春,,,女性,,,,
parenting elementary+,66,今ここ生かされる命の輝きにありがとう,https://ameblo.jp/richess088/,"['ワーママ', '女の子ママ', '男の子ママ', '今月のお気に入り', 'アラフォー主婦', '', '', '', '', '']",richess088,FALSE,https://www.ameba.jp/profile/general/richess088/,かやふさえみ,,,,,,長野県,自営業一般社団法人 笑顔の花　代表理事
parenting elementary+,67,「断捨離で人生が変わった！」断捨離Ⓡトレーナー稲葉美亜子,https://ameblo.jp/miakopon/,"['犬のいる生活', '4コマ漫画', 'ラブラドールレトリバー', '小学6年生', '', '', '', '', '', '']",miakopon,FALSE,https://www.ameba.jp/profile/general/miakopon/,福岡｜やましたひでこ公認 断捨離Ⓡトレーナー 稲葉美亜子,既婚,,女性,B,佐賀県,福岡県,
parenting elementary+,68,子育てときどき息抜き日記,https://ameblo.jp/kana19860416/,"['不登校', 'MIU404', 'Amebaブログ20周年', 'アンナチュラル', '', '', '', '', '', '']",kana19860416,FALSE,https://www.ameba.jp/profile/general/kana19860416/,かな,既婚,,女性,A,,兵庫県,会社員
parenting elementary+,69,がっちから　-発達障害の息子-,https://ameblo.jp/r7u2i2/,"['小学2年生', 'アラフォー主婦', '小学生', '女の子ママ', 'ADHD', '', '', '', '', '']",r7u2i2,FALSE,https://www.ameba.jp/profile/general/r7u2i2/,R母,既婚,,女性,,東京都,愛媛県,
parenting elementary+,70,2016.2女児出産*行けるとこまでどこまでも行こう♪,https://ameblo.jp/a-cha-27/,"['副作用', '子供服', 'PR', '喘息', '喘息発作', 'ダイエット', '逃げるが勝ち', '', '', '']",a-cha-27,FALSE,https://www.ameba.jp/profile/general/a-cha-27/,あーちゃ,,,女性,,,神奈川県,主婦／主夫
parenting elementary+,71,南稜高校サッカー部父母の会のブログ,https://ameblo.jp/nanryouvvv/,"['ステップファミリー', '年下夫', '義実家', '専業主婦', '経営者', '6人兄弟姉妹', '義父', '']",nanryouvvv,FALSE,https://www.ameba.jp/profile/general/nanryouvvv/,父母の会,,,,,,,
parenting elementary+,72,komachi-hayabusaのブログ,https://ameblo.jp/komachi-hayabusa/,"['イラスト', '発達障害', '2歳', '体操教室', '小学3年生', '創作', '', '', '', '']",komachi-hayabusa,FALSE,https://www.ameba.jp/profile/general/komachi-hayabusa/,komachi-hayabusa,,,女性,,,,
parenting elementary+,73,アラフォー推し活主婦のネタ帳〜ミセス＆髭男〜,https://ameblo.jp/pi-cock7/,"['ステップファミリー', 'アラフォー主婦', '小学生', 'イラスト', '女の子ママ', '', '', '', '', '']",pi-cock7,FALSE,https://www.ameba.jp/profile/general/pi-cock7/,ピーノジ,,,女性,,,,
parenting elementary+,74,息子２人の教育費を捻りだせ( *´艸)派遣ママの節約生活の日々,https://ameblo.jp/ttnnrr/,"['ADHD', '自閉症スペクトラム', '特別支援学校', '知的障害', '発達障害', '', '', '', '', '']",ttnnrr,FALSE,https://www.ameba.jp/profile/general/ttnnrr/,レモンママ,,,女性,,,,
parenting elementary+,75,★ニコニコクリニック★,https://ameblo.jp/nico-yuko/,"['発達障害', '自閉症スペクトラム', 'キャンプ', '記事デザイン', '中度知的障害', '', '', '', '', '']",nico-yuko,FALSE,https://www.ameba.jp/profile/general/nico-yuko/,★リリー★,,,女性,B,,,医師
parenting elementary+,76,りんごの国からほのぼの日記,https://ameblo.jp/momokittin/,"['子猫', '白猫', '夏休み', '三姉妹', '特訓', '気持ち悪い', 'PR', '主婦', '三女', '']",momokittin,FALSE,https://www.ameba.jp/profile/general/momokittin/,ももこ,既婚,,女性,A,,,主婦／主夫
parenting elementary+,77,3577-abcdのブログ,https://ameblo.jp/3577-abcd/,"['小学生', '女の子ママ', '小学4年生', '夏休み', 'アラフィフ女子', '', '', '', '', '']",3577-abcd,FALSE,https://www.ameba.jp/profile/general/3577-abcd/,未来,,,女性,,,,
parenting elementary+,78,あまめま＊じゅんのスパンキング･ブログ　　　　　　　　　　　　　　　　　　　　　　　　,https://ameblo.jp/amamema-jun/,"['思春期', '高校生', '子連れ婚', 'ステップファミリー', '反抗期', '', '', '', '', '']",amamema-jun,FALSE,https://www.ameba.jp/profile/general/amamema-jun/,あまめま＊じゅん,,,女性,O,,,
parenting elementary+,79,発達障害×不登校？×中学受験！？,https://ameblo.jp/home-study-log/,"['お受験', 'ワーママ', '小学校受験', '沖縄旅行', '記事デザイン', '6歳', '私立小学校', '娘', '', '']",home-study-log,FALSE,https://www.ameba.jp/profile/general/home-study-log/,凸凹君のママ,既婚,,女性,,東京都,東京都,
parenting elementary+,80,さと 〜ワーキングママ奮闘記〜,https://ameblo.jp/myboo3939/,"['長女', '長男', '仕事', '鬱', '病院', '出勤', '情緒不安定', '親のエゴ', '子供', '履歴書']",myboo3939,FALSE,https://www.ameba.jp/profile/general/myboo3939/,さと,,,女性,,,,
parenting elementary+,81,プロ家庭教師　六甲台キャンパスのブログ,https://ameblo.jp/jiv6092/,"['思春期', 'コソダテフル', 'オギャ子さん', 'ウィキッド', 'クラムチャウダー', 'お刺身', '', '', '', '']",jiv6092,FALSE,https://www.ameba.jp/profile/general/jiv6092/,プロ家庭教師　六甲台キャンパス,,,,,,,
parenting elementary+,82,あらしの日から〜最重度知的障害自閉症育児〜,https://ameblo.jp/kyaba-0627/,"['マレーシア', '子連れ海外旅行', 'マレーシア航空', '米騒動', 'ディレイ', '米不足', '遅延', '', '', '']",kyaba-0627,FALSE,https://www.ameba.jp/profile/general/kyaba-0627/,てん,,,女性,,,,
parenting elementary+,83,大人軽度知的障害の娘。社会へ出てもドタバタ劇場。恋愛が出来るまで,https://ameblo.jp/31103110kaorikaori/,"['知的障害', '自閉症スペクトラム', '発達障害', '特別支援学校', '反抗期', 'PR', '', '', '', '']",31103110kaorikaori,FALSE,https://www.ameba.jp/profile/general/31103110kaorikaori/,ダンパ,既婚,,,O,,,
parenting elementary+,84,自閉症スペクトラムの子供たちと七転び八起き,https://ameblo.jp/aohiyo0605/,"['アラフォー主婦', '小学生', '女の子ママ', '小学5年生', '小学2年生', '', '', '', '', '']",aohiyo0605,FALSE,https://www.ameba.jp/profile/general/aohiyo0605/,aoママ,,,女性,,,,
parenting elementary+,85,日々笑進！4歳差3姉弟とワーママLIFE,https://ameblo.jp/hamajioctopus21/,"['主夫', '起業', 'イクメン', '留学', '在宅ワーク', '社長', '経営者', '', '', '']",hamajioctopus21,FALSE,https://www.ameba.jp/profile/general/hamajioctopus21/,はまじ,既婚,,女性,,,,会社員
parenting elementary+,86,今日もつれづれなるママに ＹＹ&Ｈ.Ｋ,https://ameblo.jp/tsurezurenaru-mama/,"['ワーママ', '女の子ママ', '男の子ママ', '今月のお気に入り', 'アラフォー主婦', '', '', '', '', '']",tsurezurenaru-mama,FALSE,https://www.ameba.jp/profile/general/tsurezurenaru-mama/,yyhk123,,,女性,,,,
parenting elementary+,87,らん母ちゃんのめげない毎日,https://ameblo.jp/supernaturalwater117/,"['犬のいる生活', '4コマ漫画', 'ラブラドールレトリバー', '小学6年生', '', '', '', '', '', '']",supernaturalwater117,FALSE,https://www.ameba.jp/profile/general/supernaturalwater117/,らん,既婚,,女性,O,,,会社員
